OrderDate,RequiredDate,ShippedDate,OrderFreight,OrderShipName,OrderShipAddress,OrderShipCity,OrderShipRegion,OrderShipPostalCode,OrderShipCountry,OrderUnitPrice,OrderQuantity,OrderDiscount,shippercompanyname,ShipperPhone,ProductName,QuantityPerUnitOfProduct,UnitPriceOfProduct,UnitsInStockOfProduct,UnitsOnOrderOfProduct,ProductReorderLevel,DiscontinuedProduct,SupplierCompanyName,SupplierContactName,SupplierContactTitle,SupplierAddress,SupplierCity,SupplierRegion,supplierpostalcode,SupplierCountry,SupplierPhone,SupplierPhone2,SupplierHomePage,CategoryName,CategoryDescription,CategoryPicture
1997-05-28,1997-07-09,1997-06-06,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,18,20,0.15,Federal Shipping,(503) 555-9931,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-05-28,1997-07-09,1997-06-06,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,19.45,40,0,Federal Shipping,(503) 555-9931,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-05-29,1997-06-26,1997-06-05,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,36,18,0,Speedy Express,(503) 555-9831,Gudbrandsdalsost,10 kg pkg.,36,26,0,15,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-05-29,1997-06-26,1997-06-05,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,7.75,30,0,Speedy Express,(503) 555-9831,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,125,0,25,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-05-30,1997-06-27,1997-06-03,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,21,15,0,United Package,(503) 555-3199,Queso Cabrales,1 kg pkg.,21,22,30,30,0,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,Dairy Products,Cheeses,""
1997-05-30,1997-06-27,1997-06-03,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,17.45,14,0,United Package,(503) 555-3199,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1997-05-30,1997-06-27,1997-06-03,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,21,24,0,United Package,(503) 555-3199,Gustaf's Knäckebröd,24 - 500 g pkgs.,21,104,0,25,0,PB Knäckebröd AB,Lars Peterson,Sales Agent,Kaloadagatan 13,Göteborg,,S-345 67,Sweden,031-987 65 43,031-987 65 91,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-05-30,1997-06-27,1997-06-03,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,12.5,30,0,United Package,(503) 555-3199,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1997-05-30,1997-06-27,1997-06-03,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,18,6,0,United Package,(503) 555-3199,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-05-30,1997-06-27,1997-06-05,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,17.45,30,0.05,Federal Shipping,(503) 555-9931,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1997-05-30,1997-06-27,1997-06-05,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,9,20,0.05,Federal Shipping,(503) 555-9931,Tunnbröd,12 - 250 g pkgs.,9,61,0,25,0,PB Knäckebröd AB,Lars Peterson,Sales Agent,Kaloadagatan 13,Göteborg,,S-345 67,Sweden,031-987 65 43,031-987 65 91,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-05-30,1997-06-27,1997-06-05,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,49.3,20,0.05,Federal Shipping,(503) 555-9931,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1997-05-30,1997-06-27,1997-06-05,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,13,10,0.05,Federal Shipping,(503) 555-9931,Original Frankfurter grüne Soße,12 boxes,13,32,0,15,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-06-02,1997-06-30,1997-06-04,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,23.25,30,0.2,Federal Shipping,(503) 555-9931,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Produce,Dried fruit and bean curd,""
1997-06-02,1997-06-30,1997-06-04,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,9.2,35,0.2,Federal Shipping,(503) 555-9931,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1997-06-02,1997-06-30,1997-06-04,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,4.5,18,0.2,Federal Shipping,(503) 555-9931,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-06-02,1997-06-30,1997-06-04,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,53,20,0.2,Federal Shipping,(503) 555-9931,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1997-06-02,1997-06-30,1997-06-04,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,38,40,0.2,Federal Shipping,(503) 555-9931,Gnocchi di nonna Alice,24 - 250 g pkgs.,38,21,10,30,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-03,1997-07-15,1997-06-13,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,34.8,24,0,Speedy Express,(503) 555-9831,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1997-06-03,1997-06-17,1997-06-06,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,33.25,30,0,United Package,(503) 555-3199,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-03,1997-06-17,1997-06-06,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,7.75,20,0,United Package,(503) 555-3199,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,125,0,25,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-06-04,1997-07-02,1997-06-10,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,9.5,25,0,United Package,(503) 555-3199,Zaanse koeken,10 - 4 oz boxes,9.5,36,0,0,0,Zaanse Snoepfabriek,Dirk Luchte,Accounting Manager,Verkoop Rijnweg 22,Zaandam,,9999 ZZ,Netherlands,(12345) 1212,(12345) 1210,,Confections,"Desserts, candies, and sweet breads",""
1997-06-04,1997-07-02,1997-06-10,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,53,20,0,United Package,(503) 555-3199,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1997-06-04,1997-07-02,1997-06-10,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,7,30,0,United Package,(503) 555-3199,Filo Mix,16 - 2 kg boxes,7,38,0,25,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-04,1997-07-02,1997-06-10,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,32.8,18,0,United Package,(503) 555-3199,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1997-06-04,1997-07-02,1997-06-10,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,15,3,0,United Package,(503) 555-3199,Röd Kaviar,24 - 150 g jars,15,101,0,5,0,Svensk Sjöföda AB,Michael Björn,Sales Representative,Brovallavägen 231,Stockholm,,S-123 45,Sweden,08-123 45 67,,,Seafood,Seaweed and fish,""
1997-06-05,1997-07-03,1997-06-13,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,9.65,12,0.05,Speedy Express,(503) 555-9831,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,85,0,10,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1997-06-05,1997-07-03,1997-06-13,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,24,18,0.05,Speedy Express,(503) 555-9831,Pâté chinois,24 boxes x 2 pies,24,115,0,20,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1997-06-06,1997-07-04,1997-06-09,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany,25.89,20,0,Speedy Express,(503) 555-9831,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,10,0,15,0,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets,Frahmredder 112a,Cuxhaven,,27478,Germany,(04721) 8713,(04721) 8714,,Seafood,Seaweed and fish,""
1997-06-06,1997-07-04,1997-06-09,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany,49.3,15,0.25,Speedy Express,(503) 555-9831,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1997-06-06,1997-07-04,1997-06-09,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,19.45,10,0,United Package,(503) 555-3199,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-06-06,1997-07-04,1997-06-09,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,53,50,0,United Package,(503) 555-3199,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1997-06-09,1997-07-07,1997-06-12,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,2.5,20,0.1,Speedy Express,(503) 555-9831,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-06-09,1997-07-07,1997-06-12,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,49.3,10,0.1,Speedy Express,(503) 555-9831,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1997-06-10,1997-07-22,1997-06-24,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,19,25,0,United Package,(503) 555-3199,Inlagd Sill,24 - 250 g  jars,19,112,0,20,0,Svensk Sjöföda AB,Michael Björn,Sales Representative,Brovallavägen 231,Stockholm,,S-123 45,Sweden,08-123 45 67,,,Seafood,Seaweed and fish,""
1997-06-10,1997-07-22,1997-06-24,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,7,70,0,United Package,(503) 555-3199,Filo Mix,16 - 2 kg boxes,7,38,0,25,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-10,1997-07-08,1997-06-16,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,39,16,0.05,Federal Shipping,(503) 555-9931,Alice Mutton,20 - 1 kg tins,39,0,0,0,1,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Meat/Poultry,Prepared meats,""
1997-06-10,1997-07-08,1997-06-16,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,12.5,6,0.05,Federal Shipping,(503) 555-9931,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1997-06-10,1997-07-08,1997-06-16,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,24,25,0.05,Federal Shipping,(503) 555-9931,Pâté chinois,24 boxes x 2 pies,24,115,0,20,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1997-06-11,1997-07-09,1997-06-18,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,4.5,25,0.1,United Package,(503) 555-3199,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-06-11,1997-07-09,1997-06-18,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,33.25,18,0.1,United Package,(503) 555-3199,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-12,1997-07-10,1997-06-18,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,21,35,0.15,Speedy Express,(503) 555-9831,Queso Cabrales,1 kg pkg.,21,22,30,30,0,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,Dairy Products,Cheeses,""
1997-06-12,1997-07-10,1997-06-18,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,62.5,18,0.15,Speedy Express,(503) 555-9831,Carnarvon Tigers,16 kg pkg.,62.5,42,0,0,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Seafood,Seaweed and fish,""
1997-06-12,1997-07-10,1997-06-18,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,18,10,0,Speedy Express,(503) 555-9831,Lakkalikööri,500 ml,18,57,0,20,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-06-12,1997-07-10,1997-06-17,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,12.5,60,0.2,Speedy Express,(503) 555-9831,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1997-06-12,1997-07-10,1997-06-17,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,53,3,0,Speedy Express,(503) 555-9831,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
1997-06-12,1997-07-10,1997-06-17,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,55,40,0.2,Speedy Express,(503) 555-9831,Raclette Courdavault,5 kg pkg.,55,79,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1997-06-13,1997-07-11,1997-07-09,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,31,5,0,Federal Shipping,(503) 555-9931,Ikura,12 - 200 ml jars,31,31,0,0,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Seafood,Seaweed and fish,""
1997-06-16,1997-07-14,1997-07-11,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,12.5,35,0.2,Speedy Express,(503) 555-9831,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1997-06-16,1997-07-14,1997-07-11,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,18,30,0,Speedy Express,(503) 555-9831,Lakkalikööri,500 ml,18,57,0,20,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-06-17,1997-07-15,1997-06-19,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,21,15,0.05,Federal Shipping,(503) 555-9931,Queso Cabrales,1 kg pkg.,21,22,30,30,0,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,Dairy Products,Cheeses,""
1997-06-17,1997-07-15,1997-06-19,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,38,60,0.05,Federal Shipping,(503) 555-9931,Gnocchi di nonna Alice,24 - 250 g pkgs.,38,21,10,30,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-17,1997-07-29,1997-07-04,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,23.25,11,0.15,Federal Shipping,(503) 555-9931,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Produce,Dried fruit and bean curd,""
1997-06-17,1997-07-29,1997-07-04,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,14,28,0.15,Federal Shipping,(503) 555-9931,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,26,0,0,1,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-06-18,1997-07-16,1997-06-25,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,17.45,12,0.1,United Package,(503) 555-3199,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1997-06-18,1997-07-16,1997-06-25,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,32,10,0.1,United Package,(503) 555-3199,Mascarpone Fabioli,24 - 200 g pkgs.,32,9,40,25,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1997-06-18,1997-07-16,1997-06-25,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,18.4,50,0,United Package,(503) 555-3199,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1997-06-18,1997-07-16,1997-06-25,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,7.75,15,0.1,United Package,(503) 555-3199,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,125,0,25,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-06-19,1997-07-17,1997-06-20,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,39,18,0,Federal Shipping,(503) 555-9931,Alice Mutton,20 - 1 kg tins,39,0,0,0,1,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Meat/Poultry,Prepared meats,""
1997-06-19,1997-07-17,1997-06-20,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,14,40,0,Federal Shipping,(503) 555-9931,Sasquatch Ale,24 - 12 oz bottles,14,111,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
